1.00000000,0.08574000
1.00000000,0.10928000
1.00000000,0.11822000
1.00000000,0.16573000
1.00000000,0.19034000
1.00000000,0.19800000
1.00000000,0.19976000
1.00000000,0.20494000
1.00000000,0.20769000
1.00000000,0.20978000
1.00000000,0.23052000
1.00000000,0.24126000
1.00000000,0.24387000
1.00000000,0.24605000
1.00000000,0.25067000
1.00000000,0.25760000
1.00000000,0.25831000
1.00000000,0.25984000
1.00000000,0.25992000
1.00000000,0.26280000
1.00000000,0.26281000
1.00000000,0.26532000
1.00000000,0.26975000
1.00000000,0.27028000
1.00000000,0.27177000
1.00000000,0.27427000
1.00000000,0.27881000
1.00000000,0.28008000
1.00000000,0.28089000
1.00000000,0.28250000
1.00000000,0.29127000
1.00000000,0.29239000
1.00000000,0.29818000
1.00000000,0.29840000
1.00000000,0.29845000
1.00000000,0.30052000
1.00000000,0.30178000
1.00000000,0.30246000
1.00000000,0.30366000
1.00000000,0.30406000
1.00000000,0.30464000
1.00000000,0.30628000
1.00000000,0.30747000
1.00000000,0.30874000
1.00000000,0.31120000
1.00000000,0.31440000
1.00000000,0.31588000
1.00000000,0.31965000
1.00000000,0.32277000
1.00000000,0.32305000
1.00000000,0.32401000
1.00000000,0.32703000
1.00000000,0.33311000
1.00000000,0.33375000
1.00000000,0.33449000
1.00000000,0.33688000
1.00000000,0.34125000
1.00000000,0.34180000
1.00000000,0.34283000
1.00000000,0.34478000
1.00000000,0.34557000
1.00000000,0.34571000
1.00000000,0.34737000
1.00000000,0.34863000
1.00000000,0.34975000
1.00000000,0.35053000
1.00000000,0.35153000
1.00000000,0.35163000
1.00000000,0.35194000
1.00000000,0.35544000
1.00000000,0.35602000
1.00000000,0.35645000
1.00000000,0.35892000
1.00000000,0.35998000
1.00000000,0.36239000
1.00000000,0.36299000
1.00000000,0.36410000
1.00000000,0.36466000
1.00000000,0.36482000
1.00000000,0.36494000
1.00000000,0.36636000
1.00000000,0.36673000
1.00000000,0.36686000
1.00000000,0.36723000
1.00000000,0.36741000
1.00000000,0.36828000
1.00000000,0.36944000
1.00000000,0.36994000
1.00000000,0.37038000
1.00000000,0.37101000
1.00000000,0.37131000
1.00000000,0.37154000
1.00000000,0.37191000
1.00000000,0.37343000
1.00000000,0.37459000
1.00000000,0.37487000
1.00000000,0.37541000
1.00000000,0.37645000
1.00000000,0.37651000
1.00000000,0.37738000
1.00000000,0.37831000
1.00000000,0.37920000
1.00000000,0.37945000
1.00000000,0.38005000
1.00000000,0.38150000
1.00000000,0.38159000
1.00000000,0.38219000
1.00000000,0.38321000
1.00000000,0.38327000
1.00000000,0.38394000
1.00000000,0.38417000
1.00000000,0.38464000
1.00000000,0.38476000
1.00000000,0.38484000
1.00000000,0.38535000
1.00000000,0.38615000
1.00000000,0.38626000
1.00000000,0.38662000
1.00000000,0.38701000
1.00000000,0.38802000
1.00000000,0.38891000
1.00000000,0.38968000
1.00000000,0.38980000
1.00000000,0.39024000
1.00000000,0.39153000
1.00000000,0.39173000
1.00000000,0.39232000
1.00000000,0.39261000
1.00000000,0.39280000
1.00000000,0.39290000
1.00000000,0.39296000
1.00000000,0.39301000
1.00000000,0.39307000
1.00000000,0.39448000
1.00000000,0.39486000
1.00000000,0.39577000
1.00000000,0.39622000
1.00000000,0.39666000
1.00000000,0.39701000
1.00000000,0.39712000
1.00000000,0.39831000
1.00000000,0.39990000
1.00000000,0.40006000
1.00000000,0.40090000
1.00000000,0.40144000
1.00000000,0.40187000
1.00000000,0.40219000
1.00000000,0.40246000
1.00000000,0.40248000
1.00000000,0.40310000
1.00000000,0.40397000
1.00000000,0.40404000
1.00000000,0.40449000
1.00000000,0.40483000
1.00000000,0.40593000
1.00000000,0.40602000
1.00000000,0.40657000
1.00000000,0.40669000
1.00000000,0.40682000
1.00000000,0.40691000
1.00000000,0.41011000
1.00000000,0.41084000
1.00000000,0.41133000
1.00000000,0.41159000
1.00000000,0.41189000
1.00000000,0.41201000
1.00000000,0.41224000
1.00000000,0.41258000
1.00000000,0.41262000
1.00000000,0.41342000
1.00000000,0.41435000
1.00000000,0.41439000
1.00000000,0.41457000
1.00000000,0.41486000
1.00000000,0.41491000
1.00000000,0.41609000
1.00000000,0.41729000
1.00000000,0.41732000
1.00000000,0.41804000
1.00000000,0.41823000
1.00000000,0.41845000
1.00000000,0.41883000
1.00000000,0.42006000
1.00000000,0.42007000
1.00000000,0.42030000
1.00000000,0.42035000
1.00000000,0.42108000
1.00000000,0.42140000
1.00000000,0.42240000
1.00000000,0.42319000
1.00000000,0.42375000
1.00000000,0.42383000
1.00000000,0.42435000
1.00000000,0.42593000
1.00000000,0.42683000
1.00000000,0.42725000
1.00000000,0.42779000
1.00000000,0.42788000
1.00000000,0.42822000
1.00000000,0.42882000
1.00000000,0.42900000
1.00000000,0.42932000
1.00000000,0.42948000
1.00000000,0.43024000
1.00000000,0.43029000
1.00000000,0.43067000
1.00000000,0.43074000
1.00000000,0.43147000
1.00000000,0.43220000
1.00000000,0.43318000
1.00000000,0.43320000
1.00000000,0.43321000
1.00000000,0.43347000
1.00000000,0.43360000
1.00000000,0.43445000
1.00000000,0.43455000
1.00000000,0.43545000
1.00000000,0.43622000
1.00000000,0.43628000
1.00000000,0.43663000
1.00000000,0.43669000
1.00000000,0.43770000
1.00000000,0.43783000
1.00000000,0.43861000
1.00000000,0.43886000
1.00000000,0.43940000
1.00000000,0.43972000
1.00000000,0.44040000
1.00000000,0.44106000
1.00000000,0.44119000
1.00000000,0.44153000
1.00000000,0.44158000
1.00000000,0.44219000
1.00000000,0.44325000
1.00000000,0.44344000
1.00000000,0.44353000
1.00000000,0.44358000
1.00000000,0.44393000
1.00000000,0.44453000
1.00000000,0.44491000
1.00000000,0.44496000
1.00000000,0.44536000
1.00000000,0.44550000
1.00000000,0.44562000
1.00000000,0.44575000
1.00000000,0.44681000
1.00000000,0.44689000
1.00000000,0.44760000
1.00000000,0.44767000
1.00000000,0.44786000
1.00000000,0.44799000
1.00000000,0.44814000
1.00000000,0.44839000
1.00000000,0.44895000
1.00000000,0.44921000
1.00000000,0.44944000
1.00000000,0.44946000
1.00000000,0.44947000
1.00000000,0.45051000
1.00000000,0.45090000
1.00000000,0.45091000
1.00000000,0.45105000
1.00000000,0.45160000
1.00000000,0.45215000
1.00000000,0.45245000
1.00000000,0.45257000
1.00000000,0.45289000
1.00000000,0.45323000
1.00000000,0.45355000
1.00000000,0.45383000
1.00000000,0.45407000
1.00000000,0.45416000
1.00000000,0.45417000
1.00000000,0.45426000
1.00000000,0.45568000
1.00000000,0.45654000
1.00000000,0.45720000
1.00000000,0.45728000
1.00000000,0.45744000
1.00000000,0.45781000
1.00000000,0.45869000
1.00000000,0.45934000
1.00000000,0.45984000
1.00000000,0.45986000
1.00000000,0.45992000
1.00000000,0.46044000
1.00000000,0.46061000
1.00000000,0.46200000
1.00000000,0.46212000
1.00000000,0.46265000
1.00000000,0.46276000
1.00000000,0.46291000
1.00000000,0.46294000
1.00000000,0.46307000
1.00000000,0.46325000
1.00000000,0.46330000
1.00000000,0.46391000
1.00000000,0.46397000
1.00000000,0.46453000
1.00000000,0.46498000
1.00000000,0.46524000
1.00000000,0.46540000
1.00000000,0.46541000
1.00000000,0.46544000
